,order_products_value,order_freight_value,product_description_lenght,product_photos_qty,review_score,review_comment_message,delta_days,Classificacao,pos_prob,neg_prob,neu_prob
84050,390.0,23.22,326,1,1,quero efetuar devolução do produto e não recebo o código de postagem estou aguardando desde o dia 21 12 ta muito complicado fazer a devolução de um produto comprado de parceiro marketplace,12.0,-1,3.6275953916611517e-09,0.9999999543447881,4.202761405691972e-08
88614,79.99,23.28,1135,1,4,demorou um pouquinho mas a cadeira é muito boa,18.0,1,0.8832603378303946,0.005438382000113121,0.11130128016949122
6972,160.0,15.87,1745,2,5,muito bom,12.0,1,0.981074642491602,0.004709300623163155,0.014216056885234052
86721,17.89,16.32,311,1,5,o stark é show para compras na internet fácil de comprar tem meios seguros para efetuar o pagamento é rápido na entrega o único problema é esse programa de avaliação do vendedor que fica t,16.0,1,0.9996679664795668,4.131578520298748e-05,0.0002907177352304176
91559,230.0,18.79,635,1,3,comprei duas unidades porém só recebi uma e a nota fiscal veio constando duas unidades,13.0,0,5.161741352509148e-08,0.9841293041714582,0.015870644211127355
91685,13.0,11.85,301,1,5,pedido entregue sem restrições,9.0,1,0.8090587206031773,0.15648574650838654,0.03445553288843597
63872,26.0,4.65,546,2,5,apesar do produto não ter sido entregue na data correta e termos tido empecilhos com erro de endereço o parceiro foi extremamente ágil gentil e profissional recomendo o mesmo,58.0,1,0.9999696123573787,1.7431484342379195e-06,2.8644494194023183e-05
84989,69.0,19.17,151,6,5,superou minhas expectativas,10.0,1,0.9993429696994506,0.0002805608942609314,0.0003764694062900233
34979,279.9,30.39,2250,1,1,produto veio errado,5.0,-1,0.2649505988043731,0.6623606133226971,0.07268878787292939
98970,179.0,40.52,1981,3,1,loja horrivel para troca de produtos,13.0,-1,0.03416900073594106,0.940582034140645,0.025248965123416157
62859,90.9,15.85,244,1,5,produto e entrega excelentes,6.0,1,0.9903786632768,0.005037640800889205,0.004583695922309062
95822,139.9,9.79,145,1,3,não abrimos ainda pois é um presente de natal,5.0,0,0.013623119336575196,0.9127325516538759,0.07364432900955122
92273,89.99,15.38,492,3,5,entrega rápida produto muito bom vale muito a pena eu super recomendo,8.0,1,0.9999997113758202,5.370246078087269e-09,2.832539365020094e-07
49918,30.9,10.96,277,1,5,ótima,9.0,1,0.9718159311450216,0.00767818373107883,0.02050588512389927
14887,109.99,13.35,723,2,5,recebi o produto perfeitamente e até antes do prazo esperado eu recomendo,6.0,1,0.9999917497673306,2.515337471274423e-06,5.7348951979485805e-06
79259,22.9,22.09,465,1,4,adorei e entregou antes do prazo obrigada só achei o frete caro,14.0,1,0.9999791587199149,9.888551527754205e-07,1.985242492918064e-05
43613,31.01,12.79,1157,4,3,o creme estava derramando sensação de produto velho,5.0,0,0.006816657654613773,0.2625492536726822,0.7306340886727043
19462,89.0,35.94,221,1,5,excelete produdo e a empresa entregou no tem habil,13.0,1,0.9372247058177159,0.026949603251848326,0.035825690930436124
43593,69.0,19.72,241,6,5,recomendou,38.0,1,0.6719717502169451,0.16723841978666493,0.16078982999638916
25806,747.0,20.33,387,3,1,o produto veio diferente do que eu pedi paguei frete é tive de ir aos correios em uma agência muito distante de casa,5.0,-1,0.0014229895403399114,0.9514367286036534,0.0471402818560025
53989,343.4,18.1,361,1,2,os correios alegam tentativa de entrega e que não havia ninguém para receber não é possivel o endereço é comercial e há pessoas no horário normal de expediente,32.0,-1,5.031684348105317e-06,0.9410473093038189,0.058947659011834644
78564,43.9,19.32,519,1,3,a entrega demorou por conta de um problema com os correios avisado pela lannister com contudo o lojista não respondeu às mensagens enviadas no fim deu tudo certo,27.0,0,0.031732544991409734,0.3173663521272458,0.6509011028813358
14620,17.33,15.1,1186,1,4,muito boa compra em todos sentidos,15.0,1,0.9976632989569343,0.000841174946116219,0.0014955260969495689
11404,149.9,18.3,269,1,5,obrigada ficou linda,15.0,1,0.9968007363749921,0.001082050668912882,0.002117212956094582
17359,59.9,11.73,444,1,1,eu compro muito pela net e este não recebi,4.0,-1,0.6259333939868774,0.35834999838811765,0.015716607625008108
46716,59.9,16.61,894,3,1,precisa cuidar mais dos pedidos o produto chegou faltando a escovinha de remover pêlos,5.0,-1,0.0022170461833560646,0.8134813748390503,0.1843015789775989
26510,55.9,18.67,464,2,5,produto correto bem embalado e chegou dentro do prazo recomendo,9.0,1,0.9999973943988874,2.9682638580404656e-07,2.3087747240450507e-06
52385,119.5,18.72,746,1,5,poderia ter pedido um número a menos mas tá tudo bem adorei,17.0,1,0.9942103094148057,0.00024066371667597322,0.005549026868524559
31253,59.0,8.06,339,2,1,encomendei 3 lustres primeiro chegou um dois dias depois chegou o segundo e o terceiro nunca chegou,9.0,-1,0.0028506978262058326,0.994884302984024,0.0022649991897652154
69140,119.8,18.54,599,2,5,lindo,14.0,1,0.9723289066779267,0.007764399639208315,0.019906693682865136
52409,174.99,23.8,511,6,4,produto conforme a imagem ilustrativa super lindo,21.0,1,0.9987319865570491,4.417045787498745e-05,0.0012238429850766014
66059,119.99,44.42,1200,1,1,a minha cadeira chegou segunda feira dia 02 04 18 e hoje estava sentada nela e a mesma quebrou a base tenho fotos e gostaria que resolvessem essa situação pois tenho 75 kg aguardo retorno,26.0,-1,1.0688565493530297e-11,0.9999989696020657,1.030387251913416e-06
65849,21.99,7.78,599,1,5,chego antes do prazo,3.0,1,0.9980211582227931,0.0005461985103000474,0.0014326432669065723
88516,69.0,13.92,709,2,3,apagado fica estranho mas ligado ficou bonito,6.0,0,0.14460283774398397,0.018251067977458478,0.8371460942785595
45585,59.8,32.22,310,1,4,o k tudo certo,7.0,1,0.9801636922501253,0.005510087076330887,0.014326220673543845
94409,29.0,10.96,167,2,5,n c,10.0,1,0.6566537599347869,0.24833910739759518,0.09500713266761769
44721,21.88,9.34,558,1,5,chegou dois dias depois que pedi muito antes do prazo que me deram obrigada,4.0,1,0.9943934865967653,0.005295691341445035,0.0003108220617911035
52592,109.9,18.35,704,3,2,boa tarde único problema é que o produto comprado e faturado em nf era um elefante de pelúcia cinza de 65 cm e veio um elefante rosa confiram por favor,6.0,-1,1.168803218527969e-08,0.9988204711288599,0.0011795171831058846
9333,79.0,11.18,364,1,5,adorei o produto,5.0,1,0.9952016424522797,0.0032740002553423055,0.0015243572923784123
20996,205.0,22.27,162,5,5,bom dia queria agradecer a atenção e comprometimento com os clientes meu tapete chegou antes da data prevista e eu amei muito obrigada mesmo super recomendo,5.0,1,0.9999999999945999,1.3815152855160134e-12,4.0237140123660306e-12
13041,59.99,16.18,630,1,1,comprei um conjunto com suas cortinas vieram em tamanhos diferente,26.0,-1,0.0019212167372210651,0.9782752897669911,0.019803493495788502
77667,60.9,11.15,2053,6,4,ótimo produto atende as expectativas,1.0,1,0.9993045961836045,6.757343024583887e-05,0.000627830386148828
21728,194.9,18.07,493,6,5,a amecicanas com sempre se pautou comigo da melhor maneira possível,14.0,1,0.43159401981050477,0.11789172866365116,0.45051425152584423
27605,39.9,14.52,1639,4,5,fiquei muito satisfeito com a minha aquisição,10.0,1,0.999337762057949,9.25205532587132e-05,0.0005697173887919698
23179,74.99,19.49,166,1,5,o produto chegou no prazo e bem embalado eu recomendo,5.0,1,0.9999627049859228,1.499971637478496e-05,2.2295297704182286e-05
34986,49.99,9.09,321,2,5,produto bacana meu filho gostou entrega muito rápida gostei bastante,5.0,1,0.999996106409695,1.0312121026586994e-07,3.7904690954266185e-06
36342,48.9,15.56,396,3,5,adorei o meu produto,8.0,1,0.9911235972965405,0.007257048398116539,0.0016193543053429425
64591,17.9,12.79,125,1,5,o produto é simples de acordo com a imagem e com o preço pago obrigada,-2.0,1,0.9898776008919443,0.0034684716246163568,0.0066539274834382526
30847,158.0,25.95,162,4,5,produto bom entrega antes do prazo,11.0,1,0.9998679919765329,1.5528079522034246e-05,0.0001164799439462072
20247,88.0,17.87,1113,2,5,confiavel,8.0,1,0.8810058456696794,0.04872494033170744,0.07026921399861376
36605,47.99,18.89,868,3,4,bom dia estou satisfeito pelo produto o atendimento praso de entrega só não entregaram na minha casa,20.0,1,0.9970647631326466,0.0027638987288884876,0.00017133813847205136
93420,54.99,10.99,315,2,1,o produto não foi entregue nem se quer chegou em casa,31.0,-1,0.026985278114315853,0.9696146571051142,0.003400064780571325
1339,220.0,26.03,313,1,1,embora a estampa seja a mesma do anunciado o tecido do produto nao é percal 180 fios é puro poliéster que eu jamais compraria propaganda enganosa desrespeito ao cliente surpreso com o stark,41.0,-1,6.25659863684397e-08,0.9999700618990918,2.987553492363146e-05
4792,132.0,35.23,494,1,1,recebi somente dois dos três produtos e veio primeiro um produto que nem tinha o código de rastreamento como tinha o outro código de rastreamento fiquei tranquilo achando que chegaria o restante no,7.0,-1,1.0302895934957288e-09,0.9987202152951588,0.001279783674564403
68844,89.9,16.88,701,5,1,faltam espelhos no produto lamentável espero que a stark resolva isto com seu parceiro porque até agora ninguém me ligou um verdadeiro desrespeito com o consumidor,11.0,-1,2.9073694486600513e-09,0.999999863229315,1.3386332562252025e-07
59227,179.7,53.01,348,2,3,fiz a compra de tres pendentes e so foi entregue apenas um ou seja a entrega nao foi totalmente concluida foi parcial aguardo uma posiçao,15.0,0,1.8114022885122913e-08,0.9969361452339706,0.0030638366520203395
41789,996.0,420.52,1194,1,2,encomendei 4 cadeiras e apenas vieram 3 estou aguardando a entrega da quarta cadeira,26.0,-1,0.0008990761666765465,0.9806961497708105,0.01840477406251955
57510,149.0,17.59,458,4,4,a lannister sempre nos oferece o melhor com mais facilidade obrigado,20.0,1,0.9808813782286052,0.0008690839083063477,0.018249537863091112
51013,54.0,27.76,1137,1,2,não recebi uma outra encomenda dessa loja estou esperando eles me enviarem as duas proteínas de 2kg,20.0,-1,5.181193224561982e-08,0.999766290812578,0.00023365737549132002
27229,49.91,20.99,348,2,5,o produto é muito bonito boa qualidade o preço é bem acessível e chegou bem antes do prazo,5.0,1,0.9999999452045161,1.2992299837255516e-10,5.4665559087684695e-08
6086,99.9,10.58,819,3,5,recebi antes da data prevista mesmo com o país em greve parabéns recomendo,14.0,1,0.9999963666825731,1.5459157258361628e-06,2.0874017027036355e-06
96858,24.9,15.1,500,1,5,produto entregue,9.0,1,0.8073361093426632,0.16545679749578257,0.02720709316155385
57904,190.0,19.99,593,1,2,pensei que 16 cm fosse o comprimento do menorah total do espaço entre as velas e não a altura,8.0,-1,0.0017389330725180085,0.6157129484640331,0.38254811846344555
65481,161.7,68.88,341,2,1,comprei 3 unidades e recebi apenas duas vou denunciar ao procon,10.0,-1,9.300448729776189e-06,0.9923878090430606,0.007602890508209852
75940,199.8,31.62,490,3,5,entregue antes do prazo,4.0,1,0.9986070713655751,0.0007596195955404082,0.0006333090388847424
41085,89.99,10.04,922,3,1,recebi o filtro incompleto faltando o sifão coletor aguardo providências,3.0,-1,2.2603202436651852e-07,0.9880544466527278,0.011945327315243554
20666,204.99,18.0,1296,2,5,parabéns estou satisfeita com a loja e com o produto eu sou cliente do targaryen a muitos anos e não tenho que reclamar sempre foi muito bem atendida parabéns a baratheon e parabéns targaryen,20.0,1,0.999999999990905,2.675886360923651e-12,6.420716822714316e-12
64527,259.9,73.45,674,1,5,lannister se superando como sempre,9.0,1,0.9397796437053758,0.04269011448152291,0.017530241813099545
51811,252.0,15.51,2055,1,2,não enviaram nota fiscal e atrasaram um pouco a entrega,22.0,-1,0.0417975242063094,0.5828051505837367,0.37539732520995706
56028,19.9,37.05,236,1,5,profissionalismo excelente atendimento produto entregue no prazo bem embalado recomendo com certeza,11.0,1,0.9999999871748102,5.6720243539306355e-09,7.1531685222417364e-09
31829,219.9,12.15,259,1,5,otima,3.0,1,0.9828100687870887,0.007038819489654823,0.010151111723256483
31805,179.0,22.05,332,1,4,muito bom,12.0,1,0.981074642491602,0.004709300623163155,0.014216056885234052
63964,224.0,52.07,662,1,3,chegou no prazo porém o prazo definido era muito grande há uma demora muito grande para entrega quase três semanas que prejudica a compra o razoável para minha cidade seria uma semana máximo,27.0,0,0.1449935976539103,0.005964951161281801,0.8490414511848021
56742,79.9,11.76,396,2,5,otimo,4.0,1,0.9757947021470661,0.013681859873256118,0.010523437979677372
41370,29.99,15.79,193,5,5,melhor do q eu imaginava,6.0,1,0.9737058647542347,0.006468479182669544,0.019825656063095554
9866,279.0,16.71,289,5,3,o tecido do mosquiteiro é boa a qualidade e é lindo so o dossel que veio diferente da foto e veio sem os parafusos mais o material dele é bom mais compraria novamente sim estou pensando em persona,14.0,0,0.12195060851944073,0.0002996410121285899,0.8777497504684411
62577,1100.0,206.36,512,1,5,chegou antes do esperado,7.0,1,0.9992807631071255,0.00020791225348291902,0.0005113246393910602
42158,29.0,8.72,193,3,5,o produto chegou bem antes do dia marcado amei o relogio alem de bonito é barato,3.0,1,0.9999987566189986,1.500668418574405e-07,1.0933141546769598e-06
40116,328.0,53.02,1497,2,5,tudo ótimo desde o atendimento até a entrega sendo a entrega dentro do prazo no meu caso foi até antes produto de ótima qualidade muito bonito original e seguro,13.0,1,0.9999999998270539,2.237204184898554e-11,1.5058614890014145e-10
71228,84.99,13.15,1513,3,5,o produto chegou antes do prazo em perfeitas condições nota 10,6.0,1,0.999997506156956,6.043029257792414e-07,1.88954011673731e-06
61305,99.0,15.44,1892,2,5,muito bom,7.0,1,0.981074642491602,0.004709300623163155,0.014216056885234052
8222,99.9,16.46,762,1,3,recebi o produto com nota fiscal diversa daquele que comprei,24.0,0,0.009752642166788552,0.8182762065536667,0.1719711512795473
74181,69.0,17.73,251,5,5,produto entregue antes do prazo de ótima qualidade,8.0,1,0.9999810466983641,3.963657112055721e-06,1.4989644522864882e-05
61363,349.9,20.69,625,1,4,o meu produto não veio conforme a compra faltou um item planilha de avaliação,6.0,1,0.030409881088093057,0.9351355826771948,0.03445453623470967
55389,119.8,64.8,205,8,3,eu fiz a compra de 3 cortina recebi apenas duas o que aconteceu com a terceira cortina,32.0,0,0.0002620975731694007,0.9594940225241684,0.04024387990265818
95857,89.0,33.01,450,1,2,o produto foi parar em um correios longe da minha casa tendo um na minha cidade eles me informaram que se tivessem mandado com algum dado lá poderia ficar mais perto,19.0,-1,4.043195028597926e-06,0.9735171178921704,0.026478838912802408
94623,439.9,52.56,382,2,4,ok o produto e exatamente como eu aguardava prazo de entrega foi menor que o previsto porém achei o valor do transporte um pouco elevado,13.0,1,0.9977519093697812,1.3657649566918373e-06,0.002246724865267013
78530,93.0,13.31,650,1,4,como faço pra fazer a troca produto errado,3.0,1,0.012887003881946274,0.9707050803876567,0.01640791573039986
3355,125.0,18.98,277,1,3,produto excelente so veio a cor errada,7.0,0,0.8778742557121351,0.03632347837486703,0.08580226591299697
35653,59.9,41.98,217,1,5,comprei no sábado e recebi na quinta bem antes do prazo produto maravilhoso deixa a cama bem mais confortável,1.0,1,0.9999904435795236,7.010053445690994e-08,9.486319938321647e-06
43685,84.9,16.35,479,3,5,produto entregue antes do prazo e muito bem embalado em perfeitas condições,13.0,1,0.9999998339043255,4.435861934208227e-09,1.61659815217393e-07
69435,30.0,23.72,3838,10,5,muitíssimo rápido,2.0,1,0.9651016593507074,0.011835750836162949,0.02306258981313108
13288,59.99,11.92,492,2,1,produto nao e original de mau qualidade nunca mais compro com ele as tesouras nao fecham bem vagabunda mesmo tipo deve custar uns 10 reais cada no máximo fiquei mto puto com os produtos q veio,5.0,-1,5.3701095942786965e-05,0.9982896144970784,0.0016566844069771174
44966,25.0,14.78,182,1,3,os dois fones vieram com defeito um dos lados não funciona,3.0,0,0.00021956284837289732,0.8471226406206059,0.15265779653102654
20709,69.9,19.73,543,2,4,gostei do produto e recomendo de ótima qualidade muito bom mesmo obrigado pela atenção,12.0,1,0.9999992944150551,9.3092109533162e-09,6.962757303918457e-07
77427,179.0,26.87,2188,2,5,muito bem atendido,5.0,1,0.9878271524709327,0.00326072776626292,0.008912119762803261
1975,26.9,18.29,1095,9,5,fiquei muito satisfeito com o atendimento é rapidez recomendo,10.0,1,0.9999890940180673,1.3599663896493666e-06,9.54601554120758e-06
4342,59.9,16.18,87,1,2,fiz um pedido de 2 cortinas iguais e só recebi uma e mais uma de outro modelo q ainda está pra ser entregue e paguei pelas três gostaria de saber se ainda vira a que está faltando,22.0,-1,1.5203535553414498e-12,0.9999293055757232,7.069442276335778e-05
